"Name","House","Expansion – #","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Shard of Knowledge","Logos","AGE_OF_ASCENSION – 155","1","0","0","0","0","0","0","1","0","0","0","0","0","0","763","815","[object Object] | [object Object]","shard – 2 – anyHouse","Item,Shard","Action: Draw a card for each friendly Shard.","Forged from desire."
"Vespilon Theorist","Logos","CALL_OF_THE_ARCHONS – 155","1.7999999999999998","0","0.5","0","0","0","4","0.5","0","0","0","0","2","0","2922","2669","[object Object] | [object Object] | [object Object]","revealsTopDeck – 2 – anyHouse","Cyborg,Scientist","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Choose a house. Reveal the top card of your deck. If it is of that house, archive it and gain 1<A>. Otherwise, discard it.",""
"Veylan Analyst","Logos","CALL_OF_THE_ARCHONS – 156","1.6","0","1","0","0","0","2","0","0","0","0","0","2","0","8508","7772","","usableArtifact – 2 – house","Cyborg,Scientist","Each time you use an artifact, gain 1<A>.","Logos are divided into two camps: Theorists and Mechanists. Each believes themselves to be superior to the other. "
"The Curator","Logos","AGE_OF_ASCENSION – 157","0.9500000000000001","0","0","0","0","0","3","0","0","0","0.25","0","3","0","1344","1426","","usableArtifact – 3 – anyHouse","Human,Scientist","Friendly artifacts enter play ready.","“Don’t touch anything.”"
"Experimental Therapy","Logos","CALL_OF_THE_ARCHONS – 157","1","0","0","0","0","0.5","0","0","0","0.5","0","0","0","0","6819","6999","[object Object] | [object Object]","","","This creature belongs to all houses.Play: Stun and exhaust this creature.","“This is for our research, so be honest. How do you feel?”"
"Timetraveller","Logos","CALL_OF_THE_ARCHONS – 153 | AGE_OF_ASCENSION – 158","3.1","0","1","0","0","0","2","1.5","0","0","0","1","2","0","9713","7588","[object Object] | [object Object]","returnsFriendlyCreaturesToHand – 2 – anyHouse | returnsCreaturesFromDiscard – 2 – anyHouse","Human,Scientist","Play: Draw 2 cards.Action: Shuffle Timetraveller into your deck.",""
"Rocket Boots","Logos","CALL_OF_THE_ARCHONS – 158 | AGE_OF_ASCENSION – 136","1","0","1","0","0","0","0","0","0","0","0","0","0","0","12050","12020","","skirmish – 2 – house | goodReap – 2 – house | highTotalCreaturePower – 2 – house | lowCreatureCount – -2 – house","","This creature gains, “Fight/Reap: If this is the first time this creature was used this turn, ready it.”","”Wheeeee!”"
"Transposition Sandals","Logos","CALL_OF_THE_ARCHONS – 159 | AGE_OF_ASCENSION – 159","1.5","0","1","0","0","0","0","0","0","0.5","0","1","0","0","4026","3884","[object Object]","goodReap – 2 – anyHouse | goodAction – 2 – anyHouse | highTotalCreaturePower – 2 – house | lowCreatureCount – -2 – house","","This creature gains, “Action: Swap this creature with another friendly creature in the battleline. You may use that other creature this turn.”",""
"Ammonia Clouds","Mars","CALL_OF_THE_ARCHONS – 160","1.5","0","0","0","0","1.5","0","0","0","0","0","0","0","0","15779","16623","[object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 2 – anyHouse | power4OrHigherCreatures – 1 – anyHouse | power3OrLowerCreatures – -2 – anyHouse","","Play: Deal 3<D> to each creature.","Partly cloudy with a chance of acid rain."
"Agent Hoo-man","Mars","AGE_OF_ASCENSION – 160","1.3","0","0","0","0","0.5","4","0","0","0","0","0","2","0","10039","10900","[object Object] | [object Object]","","Agent,Martian","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Choose a friendly non-Mars creature and an enemy non-Mars creature. Stun the chosen creatures.",""
"Battle Fleet","Mars","CALL_OF_THE_ARCHONS – 161","2.5","0","1","0","0","0","0","1.5","0","0","0","1","0","0","8545","7885","[object Object]","increasesHandSize – 2 – anyHouse | drawsCards – 2 – house | returnsFriendlyCreaturesToHand – 2 – house","","Play: Reveal any number of Mars cards from your hand. For each card revealed this way, draw 1 card.",""
"Carpet Phloxem","Mars","AGE_OF_ASCENSION – 161","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","10806","11220","[object Object] | [object Object] | [object Object]","lowTotalCreaturePower – 2 – anyHouse | highTotalCreaturePower – -2 – anyHouse","","Play: If there are no friendly creatures in play, deal 4D to each creature.","“Phlox ‘em! Phlox ‘em all!”"
"Deep Probe","Mars","CALL_OF_THE_ARCHONS – 162","2","0","1","0","0","0.5","0","0","0","0","0.5","1","0","0","6461","6588","","revealsHand – 2 – anyHouse | returnsEnemyCreaturesToHand – 2 – anyHouse","","Play: Choose a house. Reveal your opponent's hand. Discard each creature of that house revealed this way.",""
"Collector Worm","Mars","AGE_OF_ASCENSION – 162","2.4","0","0","0","0","1","10","0","0","0","0","0","2","5","11132","11594","[object Object] | [object Object]","archives – -2 – anyHouse","Beast","Fight: Archive the creature Collector Worm fights. If that creature leaves your archives, put it in its owner’s hand instead.",""
"EMP Blast","Mars","CALL_OF_THE_ARCHONS – 163","2","0","0.5","0","1.5","0","0","0","0","0","0","1","0","0","6102","6294","[object Object] | [object Object] | [object Object]","lowArtifactCount – 2 – anyHouse | highArtifactCount – -2 – anyHouse | highCreatureCount – -2 – house","","Play: Each Mars creature and each Robot creature is stunned. Each artifact is destroyed.",""
"Glyxl Proliferator","Mars","AGE_OF_ASCENSION – 163","1.2000000000000002","0","0","0","0","0","3","0.5","0","0","0","0","3","0","10447","11041","[object Object] | [object Object]","","Martian,Soldier","Reap: If Glyxl Proliferator is on a flank, archive a Mars card from your discard pile.",""
"Ixxyxli Fixfinger","Mars","AGE_OF_ASCENSION – 164","1.2000000000000002","0","0","0","0","0","8","0","0","0","0","0","2","2","10344","11040","[object Object]","highCreatureCount – 3 – house","Martian,Scientist","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Each other Martian creature gets +1 armor.",""
"Irradiated Æmber","Mars","CALL_OF_THE_ARCHONS – 165","2","0","1","0","0","1","0","0","0","0","0","1","0","0","1881","1939","[object Object] | [object Object] | [object Object]","increasesKeyCost – 2 – anyHouse","","Play: If your opponent has 6<A> or more, deal 3<D> to each enemy creature.","“They poisoned Mars. We must not let them do the same here.” –Eldest Bear"
"Mars First","Mars","AGE_OF_ASCENSION – 165","2","0","2","0","0","0","0","0","0","0","0","1","0","0","11533","11590","[object Object]","goodReap – 2 – house | goodFight – 2 – house | goodAction – 2 – house | lowCreatureCount – -2 – house","","Play: Ready and use a friendly Mars creature.","“Mars second, third, and fourth, too, if you ask me.” – Ulyq Megamouth"
"Key Abduction","Mars","CALL_OF_THE_ARCHONS – 166 | AGE_OF_ASCENSION – 182","2","0","1","1","0","0","0","0","0","0","0","1","0","0","11320","11435","[object Object]","drawsCards – 3 – house | increasesHandSize – 2 – anyHouse | highCreatureCount – 1 – house | archives – 1 – anyHouse | lowCreatureCount – -1 – house","","Play: Return each Mars creature to its owner's hand. Then, you may forge a key at +9<A> current cost, reduced by 1<A> for each card in your hand.",""
"Mars Needs Æmber","Mars","AGE_OF_ASCENSION – 166","2.5","0.75","1.75","0","0","0","0","0","0","0","0","1","0","0","11611","11312","[object Object]","damagesAllEnemies – 2 – anyHouse | damagesMultipleEnemies – 2 – anyHouse","","Play: Each damaged enemy non-Mars creature captures 1A from their own side.",""
"Mindwarper","Mars","CALL_OF_THE_ARCHONS – 196 | AGE_OF_ASCENSION – 167","1.7999999999999998","1","0","0","0","0","4","0","0","0","0","0","2","0","28389","29545","[object Object] | [object Object] | [object Object]","readiesCreatures – 2 – house | protectsCreatures – 1 – anyHouse","Martian,Scientist","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Action: Choose an enemy creature.It captures 1A from its own side.",""
"Martians Make Bad Allies","Mars","CALL_OF_THE_ARCHONS – 168","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1788","1898","","highCreatureCount – 2 – anyHouse","","Play: Reveal your hand. Purge each revealed non-Mars creature and gain 1<A> for each card purged this way.",""
"Mindworm","Mars","AGE_OF_ASCENSION – 168","1.2000000000000002","0","0","0","0","0.5","3","0","0","0","0","0","1","0","9878","10597","[object Object]","","Beast","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Before Fight: The creature Mindworm fights deals damage equal to its power to each of its neighbors.",""
"Mass Abduction","Mars","CALL_OF_THE_ARCHONS – 169","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","2276","2379","[object Object]","damagesAllEnemies – 2 – anyHouse | damagesMultipleEnemies – 1 – anyHouse | archives – -3 – anyHouse","","Play: Put up to 3 damaged enemy creatures into your archives. If any of these creatures leave your archives, they are put into their owner’s hand instead.",""
"Mothergun","Mars","CALL_OF_THE_ARCHONS – 187 | AGE_OF_ASCENSION – 169","0.5","0","0","0","0","0.5","0","0","0","0","0","0","0","0","24240","26348","[object Object] | [object Object]","increasesHandSize – 2 – anyHouse | archives – 1 – anyHouse | drawsCards – 1 – house","Weapon","Action: Reveal any number of Mars cards from your hand. Deal damage to a creature equal to the number of Mars cards revealed this way.",""
"Mating Season","Mars","CALL_OF_THE_ARCHONS – 170","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1586","1754","","highCreatureCount – 1 – house","","Play: Shuffle each Mars creature into its owner’s deck. Each player gains 1<A> for each creature shuffled into their deck this way.",""
"Skybooster Squadron","Mars","AGE_OF_ASCENSION – 170","0.8","0","0","0","0","0","4","0","0","0","0","0","4","0","10328","11088","","readiesCreaturesOnPlay – 3 – anyHouse","Martian,Soldier","Reap: Return Skybooster Squadron to your hand.","“I thought you said we wouldn’tneed booster packs?”– Phlurx the Hapless"
"Mothership Support","Mars","CALL_OF_THE_ARCHONS – 171 | AGE_OF_ASCENSION – 183","1.25","0","1","0","0","0.25","0","0","0","0","0","1","0","0","9742","10412","[object Object] | [object Object]","highTotalCreaturePower – 2 – house | readiesCreatures – 1 – house","","Play: For each friendly ready Mars creature, deal 2<D> to a creature. (You may choose a different creature each time.)",""
"Tyxl Beambuckler","Mars","AGE_OF_ASCENSION – 171","1.65","0","0","0","0","0.75","5","0","0","0","0","0","4","1","11216","11150","[object Object]","","Martian,Soldier","Play: Deal 2D to a creature and move it to either flank of its controller’s battleline.",""
"Phosphorus Stars","Mars","CALL_OF_THE_ARCHONS – 173","0.25","0","0","0","0","0.75","0","-0.5","0","0","0","0","0","0","13043","14942","[object Object] | [object Object]","highCreatureCount – -1 – anyHouse","","Play: Stun each non-Mars creature. Gain 2 chains.","“Martians love da smell of dis spice, but it reminds me of Old Bruno’s feet.” - Dodger"
"Xanthyx Harvester","Mars","AGE_OF_ASCENSION – 173","1.2000000000000002","0","0.5","0","0","0","3","0","0","0","0","0","3","0","10403","11136","[object Object]","highCreatureCount – 2 – house","Beast","Xanthyx Harvester cannot be used while it has a non-Mars neighbor.Reap: Gain 1A.",""
"Psychic Network","Mars","CALL_OF_THE_ARCHONS – 174","1.5","0.75","0.75","0","0","0","0","0","0","0","0","0","0","0","6467","6564","[object Object]","highTotalCreaturePower – 3 – house | readiesCreatures – 2 – house","","Play: Steal 1<A> for each friendly ready Mars creature.",""
"Sample Collection","Mars","CALL_OF_THE_ARCHONS – 175 | AGE_OF_ASCENSION – 188","1","0","0","0","0","1","0","0","0","0","0","0","0","0","8732","9679","[object Object]","archives – -2 – anyHouse","","Play: Put an enemy creature into your archives for each key your opponent has forged. If any of these creatures leave your archives, they are put into their owner’s hand instead.",""
"Zysysyx Shockworm","Mars","AGE_OF_ASCENSION – 175","1.3","0","0","0","0","0.5","4","0","0","0","0","0","3","1","10575","11166","","","Martian,Soldier","After an enemy creature reaps, stun it.","”He shocks more than just worms; that’s just a name.”– Inka the Spider"
"Shatter Storm","Mars","CALL_OF_THE_ARCHONS – 176 | AGE_OF_ASCENSION – 206","3","4.5","-1.5","0","0","0","0","0","0","0","0","0","0","0","3680","3624","","increasesKeyCost – 1 – anyHouse","","Play: Lose all your <A>. Then, your opponent loses triple the amount of <A> you lost this way.","“It’s working!”"
"Æmber Conduction Unit","Mars","AGE_OF_ASCENSION – 176","0.75","0","0","0","0","0.75","0","0","0","0","0","0","0","0","3380","3966","","","Item","After an enemy creature reaps, if it is the first time a creature has reaped this turn, stun it.",""
"Soft Landing","Mars","CALL_OF_THE_ARCHONS – 177","1","0","1","0","0","0","0","0","0","0","0","0","0","0","16478","16906","[object Object]","highCreatureCount – 2 – house | lowCreatureCount – -3 – house","","Play: The next creature or artifact you play this turn enters play ready.","Any landing you walk away from…"
"Combat Pheromones","Mars","CALL_OF_THE_ARCHONS – 180 | AGE_OF_ASCENSION – 177","2","0","1","0","0","0","0","0","0","1","0","1","0","0","10805","10845","[object Object]","goodReap – 1 – house | goodAction – 1 – house | lowCreatureCount – -3 – house","Item","Omni: Sacrifice Combat Pheromones. You may use up to 2 other Mars cards this turn.","“Don’t worry, this will only sting a lot.”"
"Squawker","Mars","CALL_OF_THE_ARCHONS – 178","2.25","0","2","0","0","0.25","0","0","0","0","0","1","0","0","20443","19344","[object Object] | [object Object]","goodReap – 2 – house | goodFight – 2 – house | goodAction – 2 – house | lowCreatureCount – -2 – house","","Play: Ready a Mars creature or stun a non-Mars creature.",""
"Containment Field","Mars","AGE_OF_ASCENSION – 178","0.75","0","0","0","0","0.75","0","0","0","0","0","0","0","0","3595","3990","[object Object]","","","After this creature is used, destroy it.","“So, this nonlethal containment field; how lethal do you want it?”"
"Destroy Them All!","Mars","AGE_OF_ASCENSION – 179","2.5","0","0","0","1.5","1","0","0","0","0","0","0","0","0","4264","4420","[object Object] | [object Object]","","","Play: Destroy an artifact, a creature,and an upgrade.",""
